id,id_partido,id_persona,id_titular,minutos
705,18,59,1,94
706,18,272,1,94
707,18,276,1,94
708,18,285,1,72
709,18,284,1,91
710,18,287,1,67
711,18,286,2,22
712,18,161,2,0
713,18,138,2,0
714,18,278,2,27
716,18,266,2,0
717,18,281,2,3
718,18,267,2,0
719,18,288,2,0
720,18,2,1,94
722,19,8,1,94
723,19,12,1,66
724,19,11,1,94
725,19,21,1,94
726,19,23,1,94
727,19,304,1,94
728,19,28,1,79
729,19,20,1,61
730,19,31,1,94
731,19,7,2,0
732,19,26,2,15
734,19,377,2,28
736,19,16,2,0
738,19,64,2,0
740,19,567,1,94
741,19,572,1,94
742,19,575,1,94
743,19,570,1,94
744,19,584,1,72
745,19,579,1,94
746,19,569,1,94
747,19,573,1,94
748,19,56,1,94
749,19,582,1,90
750,19,585,1,82
751,19,68,2,0
752,19,587,2,12
753,19,583,2,22
754,19,576,2,0
755,19,591,2,4
756,19,571,2,0
757,19,565,2,0
758,19,590,2,0
759,19,578,2,0
760,19,414,1,93
761,20,431,1,93
762,20,426,1,93
763,20,425,1,93
764,20,424,1,93
765,20,433,1,93
766,20,437,1,93
767,20,438,1,93
768,20,439,1,89
769,20,440,1,88
770,20,441,1,93
771,20,429,2,0
772,20,435,2,0
773,20,593,2,0
774,20,436,2,5
776,20,422,2,0
777,20,427,2,0
778,20,444,2,4
779,20,428,2,0
780,20,154,1,93
781,20,166,1,93
782,20,157,1,93
783,20,167,1,93
784,20,165,1,93
785,20,175,1,81
786,20,177,1,93
787,20,179,1,93
788,20,183,1,81
789,20,169,1,64
790,20,182,1,40
791,20,433,2,12
792,20,156,2,0
793,20,437,2,29
795,20,181,2,12
796,20,424,2,0
797,20,170,2,0
798,20,168,2,0
799,20,158,2,0
800,20,207,1,94
801,21,321,1,94
802,21,327,1,94
803,21,334,1,45
804,21,342,1,94
805,21,345,1,58
806,21,330,1,94
807,21,337,1,94
808,21,326,1,94
809,21,348,1,61
811,21,325,2,0
812,21,335,2,49
813,21,336,2,0
814,21,350,2,36
815,21,349,2,33
816,21,333,2,0
817,21,323,2,0
818,21,340,2,0
819,21,344,2,0
820,21,2,1,94
821,21,7,1,94
822,21,8,1,94
823,21,11,1,94
824,21,12,1,94
825,21,20,1,45
826,21,21,1,94
827,21,23,1,35
830,21,19,1,71
832,21,16,2,49
834,21,27,2,35
835,21,28,2,0
836,21,64,2,0
837,21,377,2,0
838,21,304,2,0
839,21,4,2,0
840,21,47,1,98
841,22,206,1,98
842,22,185,1,98
843,22,189,1,98
844,22,195,1,89
845,22,199,1,98
846,22,240,1,98
847,22,519,1,79
848,22,213,1,98
849,22,472,1,98
850,22,201,1,63
853,22,194,2,9
854,22,213,2,35
855,22,227,2,19
857,22,717,2,0
859,22,466,2,0
860,22,290,1,98
861,22,297,1,98
862,22,299,1,98
863,22,313,1,98
864,22,307,1,89
865,22,312,1,98
866,22,296,1,98
867,22,315,1,98
868,22,311,1,80
869,22,317,1,66
870,22,320,1,98
871,22,308,2,18
872,22,316,2,32
873,22,302,2,9
874,22,246,2,0
875,22,313,2,0
877,22,336,2,0
878,22,316,2,0
879,22,320,2,0
880,22,414,1,95
881,23,424,1,95
882,23,425,1,95
883,23,426,1,95
884,23,431,1,95
885,23,433,1,87
886,23,437,1,95
887,23,438,1,95
888,23,439,1,95
889,23,440,1,95
890,23,441,1,79
891,23,422,2,0
892,23,427,2,0
893,23,428,2,0
894,23,429,2,0
896,23,435,2,16
897,23,436,2,0
898,23,444,2,8
899,23,593,2,0
900,23,625,1,95
901,23,524,1,95
902,23,597,1,95
903,23,633,1,95
904,23,637,1,95
905,23,521,1,95
906,23,654,1,95
907,23,648,1,95
908,23,642,1,88
909,23,650,1,95
910,23,641,1,95
911,23,646,2,7
912,23,635,2,0
913,23,651,2,0
914,23,624,2,0
915,23,632,2,0
916,23,645,2,0
917,23,717,2,0
918,23,244,2,0
919,23,717,2,0
920,23,655,1,95
921,24,364,1,95
922,24,371,1,45
923,24,383,1,95
924,24,352,1,95
925,24,356,1,95
926,24,360,1,95
927,24,370,1,59
928,24,373,1,73
929,24,366,1,95
930,24,381,1,95
931,24,353,2,0
932,24,363,2,0
933,24,359,2,50
934,24,384,2,36
936,24,385,2,0
937,24,548,2,22
938,24,673,2,0
939,24,659,2,0
940,24,127,1,95
941,24,132,1,95
942,24,131,1,95
943,24,128,1,95
944,24,136,1,95
945,24,129,1,95
946,24,147,1,95
947,24,149,1,69
948,24,647,1,95
949,24,141,1,95
950,24,173,1,81
951,24,133,2,0
952,24,150,2,0
953,24,151,2,26
954,24,753,2,0
955,24,135,2,0
956,24,1,2,0
957,24,143,2,14
958,24,507,2,0
959,24,33,1,96
960,24,36,1,96
961,25,40,1,96
962,25,48,1,96
963,25,52,1,96
964,25,60,1,73
965,25,43,1,96
966,25,242,1,96
967,25,588,1,73
968,25,581,1,79
969,25,579,1,96
970,25,45,2,0
971,25,53,2,23
972,25,59,2,17
973,25,554,2,0
974,25,564,2,23
975,25,42,2,0
976,25,50,2,0
977,25,52,2,0
978,25,46,2,0
979,25,154,1,96
980,25,157,1,96
981,25,165,1,11
982,25,166,1,96
983,25,167,1,96
984,25,168,1,96
985,25,169,1,67
986,25,175,1,86
987,25,177,1,96
988,25,179,1,96
989,25,183,1,96
990,25,153,2,0
991,25,156,2,0
992,25,158,2,85
993,25,170,2,0
995,25,181,2,29
996,25,424,2,10
997,25,437,2,0
998,25,433,2,0
999,25,22,1,84
1000,25,552,1,98
1001,26,543,1,98
1002,26,541,1,98
1003,26,546,1,98
1004,26,557,1,98
1005,26,556,1,98
1006,26,548,1,98
1007,26,563,1,98
1008,26,564,1,69
1009,26,555,1,98
1010,26,43,2,0
1011,26,537,2,0
1012,26,560,2,29
1013,26,539,2,0
1014,26,542,2,0
1015,26,562,2,0
1016,26,551,2,14
1018,26,545,2,0
1019,26,451,1,98
1020,26,457,1,98
1021,26,466,1,88
1022,26,469,1,98
1023,26,456,1,98
1024,26,471,1,71
1025,26,452,1,98
1026,26,427,1,98
1027,26,278,1,98
1028,26,461,1,58
1029,26,447,1,98
1030,26,445,2,0
1031,26,448,2,0
1032,26,445,2,0
1033,26,81,2,27
1034,26,460,2,10
1035,26,454,2,0
1036,26,465,2,40
1037,26,468,2,0
1038,26,476,2,0
1039,26,290,1,94
1040,26,301,1,94
1041,27,296,1,94
1042,27,293,1,94
1043,27,308,1,74
1044,27,232,1,94
1045,27,317,1,94
1046,27,320,1,94
1047,27,315,1,43
1048,27,298,1,86
1049,27,304,1,94
1050,27,299,2,8
1051,27,310,2,0
1052,27,316,2,51
1053,27,305,2,20
1054,27,294,2,0
1055,27,292,2,0
1056,27,213,2,0
1057,27,318,2,0
1058,27,312,2,0
1059,27,567,1,94
1060,27,569,1,94
1061,27,570,1,94
1062,27,572,1,94
1063,27,573,1,48
1064,27,575,1,94
1065,27,579,1,87
1066,27,582,1,45
1067,27,583,1,45
1068,27,585,1,94
1069,27,56,1,94
1070,27,565,2,0
1071,27,571,2,0
1072,27,576,2,49
1073,27,584,2,49
1074,27,587,2,0
1075,27,590,2,0
1076,27,591,2,0
1077,27,612,2,0
1078,27,68,2,7
1079,27,388,1,94
1080,27,393,1,94
1081,28,396,1,94
1082,28,397,1,94
1083,28,392,1,94
1084,28,400,1,94
1085,28,407,1,94
1086,28,405,1,94
1087,28,403,1,63
1088,28,408,1,79
1089,28,413,1,94
1090,28,395,2,0
1091,28,747,2,0
1092,28,410,2,0
1093,28,412,2,15
1094,28,389,2,0
1095,28,325,2,0
1096,28,627,2,0
1097,28,401,2,0
1098,28,305,2,31
1099,28,479,1,94
1100,28,487,1,94
1101,28,482,1,94
1102,28,486,1,65
1103,28,489,1,94
1104,28,480,1,94
1105,28,498,1,73
1106,28,495,1,94
1107,28,491,1,94
1108,28,497,1,94
1109,28,499,1,94
1111,28,504,2,21
1112,28,483,2,0
1113,28,484,2,0
1114,28,85,2,0
1115,28,717,2,0
1116,28,496,2,29
1117,28,490,2,0
1118,28,100,2,0
1119,28,261,1,94
1120,28,274,1,94
1121,29,270,1,94
1122,29,268,1,94
1123,29,271,1,94
1124,29,59,1,94
1125,29,272,1,94
1126,29,276,1,94
1127,29,286,1,94
1128,29,284,1,68
1129,29,285,1,88
1130,29,287,2,26
1131,29,161,2,0
1132,29,267,2,0
1133,29,278,2,0
1134,29,281,2,0
1135,29,157,2,0
1136,29,138,2,0
1137,29,266,2,0
1139,29,655,1,94
1140,29,667,1,94
1141,29,669,1,94
1142,29,686,1,94
1143,29,669,1,94
1144,29,661,1,51
1145,29,683,1,94
1146,29,280,1,71
1147,29,687,1,94
1148,29,690,1,94
1149,29,725,1,65
1150,29,682,2,0
1151,29,666,2,43
1152,29,667,2,0
1153,29,674,2,23
1154,29,709,2,29
1155,29,701,2,0
1156,29,678,2,0
1158,29,656,2,0
1159,29,602,1,97
1160,29,98,1,87
1161,30,115,1,97
1162,30,100,1,97
1163,30,110,1,97
1164,30,111,1,97
1165,30,102,1,97
1166,30,105,1,97
1167,30,121,1,97
1169,30,644,1,70
1170,30,107,2,0
1172,30,93,2,0
1173,30,117,2,10
1174,30,97,2,0
1175,30,114,2,27
1176,30,99,2,0
1177,30,108,2,0
1178,30,96,2,0
1179,30,228,1,97
1180,30,235,1,97
1181,30,396,1,97
1182,30,238,1,97
1183,30,241,1,97
1184,30,243,1,97
1185,30,244,1,97
1186,30,251,1,97
1187,30,255,1,90
1188,30,510,1,72
1189,30,245,1,53
1190,30,248,2,0
1191,30,253,2,44
1192,30,247,2,0
1193,30,234,2,0
1194,30,476,2,7
1196,30,252,2,0
1197,30,246,2,0
1198,30,184,2,0
1199,30,625,1,94
1200,30,524,1,94
1201,31,597,1,94
1202,31,633,1,94
1203,31,637,1,94
1204,31,641,1,67
1205,31,642,1,94
1206,31,521,1,94
1207,31,650,1,84
1208,31,654,1,94
1209,31,648,1,86
1210,31,624,2,0
1211,31,645,2,0
1212,31,644,2,27
1213,31,293,2,8
1214,31,249,2,10
1215,31,635,2,0
1216,31,677,2,0
1217,31,632,2,0
1218,31,629,2,0
1219,31,261,1,94
1220,31,274,1,12
1221,31,271,1,58
1222,31,59,1,94
1223,31,268,1,94
1224,31,107,1,94
1225,31,272,1,94
1226,31,281,1,60
1227,31,276,1,94
1228,31,286,1,94
1229,31,287,1,94
1230,31,267,2,0
1231,31,138,2,0
1233,31,145,2,0
1234,31,266,2,34
1235,31,288,2,0
1238,31,269,2,82
1239,31,290,1,96
1240,31,297,1,96
1241,32,299,1,96
1242,32,313,1,96
1243,32,307,1,68
1244,32,302,1,75
1245,32,312,1,96
1246,32,296,1,96
1247,32,315,1,61
1248,32,320,1,96
1249,32,311,1,96
1250,32,262,2,0
1251,32,316,2,0
1252,32,308,2,28
1253,32,301,2,35
1254,32,317,2,0
1255,32,246,2,0
1256,32,316,2,0
1257,32,320,2,0
1258,32,338,2,21
1259,32,352,1,96
1260,32,655,1,96
1261,32,356,1,96
1262,32,360,1,37
1263,32,364,1,96
1264,32,370,1,96
1265,32,383,1,96
1266,32,551,1,82
1267,32,359,1,96
1268,32,384,1,64
1269,32,381,1,96
1271,32,548,2,0
1272,32,372,2,14
1273,32,371,2,32
1274,32,659,2,0
1275,32,353,2,0
1276,32,373,2,59
1277,32,648,2,0
1278,32,363,2,0
1279,32,154,1,94
1280,32,455,1,61
1281,33,166,1,94
1282,33,449,1,94
1283,33,158,1,94
1284,33,175,1,73
1285,33,177,1,94
1286,33,179,1,94
1287,33,183,1,94
1288,33,169,1,73
1289,33,168,1,94
1290,33,165,2,0
1291,33,424,2,0
1292,33,157,2,0
1293,33,181,2,21
1294,33,156,2,0
1295,33,159,2,33
1296,33,433,2,0
1297,33,437,2,0
1298,33,622,2,21
1299,33,321,1,94
1300,33,330,1,94
1301,33,327,1,94
1302,33,326,1,94
1303,33,334,1,94
1304,33,337,1,94
1305,33,345,1,94
1306,33,342,1,94
1308,33,207,1,94
1309,33,348,1,84
1310,33,333,2,0
1311,33,325,2,0
1312,33,339,2,0
1313,33,349,2,0
1314,33,336,2,10
1315,33,335,2,0
1316,33,350,2,30
1317,33,341,2,0
1318,33,322,2,0
1319,33,228,1,93
1320,33,235,1,93
1321,34,396,1,93
1322,34,238,1,93
1323,34,241,1,93
1324,34,243,1,85
1325,34,248,1,93
1326,34,251,1,93
1327,34,431,1,93
1328,34,510,1,66
1329,34,255,1,85
1330,34,252,2,8
1331,34,246,2,27
1332,34,247,2,0
1333,34,234,2,0
1334,34,476,2,0
1336,34,244,2,0
1337,34,232,2,0
1338,34,184,2,0
1339,34,552,1,93
1340,34,543,1,93
1341,34,539,1,84
1342,34,552,1,93
1343,34,557,1,93
1344,34,545,1,77
1345,34,555,1,93
1346,34,22,1,85
1347,34,560,1,93
1348,34,548,1,93
1349,34,563,1,93
1350,34,483,2,0
1351,34,43,2,9
1352,34,542,2,0
1354,34,556,2,16
1355,34,562,2,0
1356,34,546,2,0
1357,34,541,2,0
1358,34,535,2,0
1359,34,64,1,95
1360,34,5,1,95
1361,35,361,1,95
1362,35,12,1,95
1363,35,328,1,62
1364,35,19,1,95
1366,35,304,1,62
1368,35,20,1,95
1369,35,31,1,95
1370,35,11,2,13
1371,35,28,2,0
1372,35,19,2,33
1373,35,2,2,0
1374,35,21,2,33
1376,35,27,2,0
1377,35,377,2,0
1378,35,7,2,0
1379,35,33,1,95
1380,35,40,1,95
1381,35,46,1,95
1382,35,242,1,95
1383,35,36,1,95
1384,35,53,1,80
1385,35,52,1,95
1386,35,588,1,95
1387,35,60,1,95
1388,35,490,1,68
1389,35,50,1,62
1390,35,289,2,0
1391,35,59,2,15
1392,35,43,2,0
1393,35,52,2,0
1394,35,518,2,0
1395,35,581,2,0
1396,35,579,2,27
1397,35,48,2,33
1398,35,554,2,0
1399,35,447,1,96
1400,35,451,1,96
1401,36,452,1,96
1402,36,466,1,53
1403,36,445,1,96
1404,36,278,1,96
1405,36,456,1,96
1406,36,469,1,96
1407,36,461,1,96
1408,36,465,1,96
1409,36,427,1,74
1410,36,454,2,0
1411,36,445,2,0
1412,36,381,2,0
1413,36,460,2,43
1414,36,468,2,0
1415,36,457,2,0
1416,36,471,2,0
1417,36,81,2,22
1418,36,448,2,0
1419,36,414,1,96
1420,36,431,1,96
1421,36,426,1,96
1422,36,425,1,96
1423,36,424,1,96
1424,36,440,1,63
