id,id_partido,id_persona,id_tipo_accion,minuto
457,21,337,10,7
459,21,350,9,26
460,21,345,9,79
461,21,348,9,24
462,358,494,7,57
463,21,349,9,43
464,21,337,6,79
465,21,349,10,35
467,21,11,6,52
470,21,20,9,64
471,21,16,9,13
473,265,349,7,21
474,21,27,9,86
476,21,19,9,4
477,22,47,10,53
478,251,546,5,52
479,22,472,10,79
480,22,206,6,72
481,22,189,6,74
482,22,213,9,59
483,22,201,9,49
484,22,472,6,52
485,22,227,9,79
486,22,519,9,31
487,22,194,9,66
488,22,195,9,64
489,22,320,10,80
490,22,297,10,89
491,22,320,6,37
492,33,169,5,48
493,22,312,6,75
494,22,316,9,33
495,223,315,1,47
496,22,317,9,8
497,22,307,6,56
498,22,311,9,25
499,22,308,9,6
500,22,302,9,90
501,22,307,9,80
502,23,433,10,21
503,23,439,10,2
504,23,439,10,61
505,23,441,9,76
506,23,435,9,8
507,23,433,9,34
508,23,444,9,52
509,23,437,6,56
510,23,650,10,64
511,23,521,10,13
512,23,521,10,74
513,201,575,1,57
514,23,646,9,34
515,23,642,9,60
516,24,371,9,85
517,24,359,9,52
518,24,370,9,57
519,24,384,9,22
520,24,364,6,26
521,24,373,9,81
522,24,548,9,82
523,24,173,10,57
524,24,136,10,90
525,24,149,10,42
526,24,147,6,34
527,24,151,9,82
528,24,149,9,7
529,135,150,1,7
530,24,173,9,66
531,24,143,9,17
532,24,127,6,39
533,25,588,6,90
534,25,60,10,8
535,25,53,9,58
536,25,60,9,73
537,204,52,1,48
538,169,19,5,81
539,25,588,9,20
540,25,564,9,63
541,25,59,9,16
542,25,581,9,26
543,25,48,6,79
544,25,165,10,13
545,25,183,10,66
546,25,165,9,87
547,25,158,9,70
548,25,169,9,21
549,25,181,9,56
550,25,168,6,39
551,25,183,10,85
552,25,168,10,72
553,25,175,9,23
554,25,424,9,10
555,26,546,6,17
556,26,556,10,77
557,26,564,10,16
558,26,560,9,80
559,26,564,9,14
560,26,22,9,48
561,26,551,9,7
562,26,563,10,46
563,26,563,6,81
564,26,543,6,41
565,26,457,6,26
566,26,461,6,66
567,26,465,9,67
568,26,461,9,65
569,26,471,9,70
570,193,639,12,29
571,26,81,9,47
572,26,456,10,74
573,26,469,6,68
574,26,466,9,72
575,26,460,9,61
576,26,469,10,45
577,27,316,9,89
578,27,315,9,61
579,27,320,10,11
580,27,305,9,48
581,27,308,9,80
582,27,298,9,60
583,27,299,9,63
584,27,582,10,20
585,27,573,10,32
586,27,582,9,70
587,27,584,9,58
588,258,301,2,79
589,27,583,9,89
590,27,576,9,51
592,27,575,6,8
593,27,567,6,50
594,328,554,12,67
595,374,169,2,8
596,27,68,9,41
597,27,579,9,55
598,28,400,6,63
599,28,408,6,89
600,28,393,6,71
601,28,392,10,82
602,28,413,10,57
603,28,403,9,44
604,28,305,9,48
605,28,408,9,19
606,54,555,5,86
607,28,412,9,12
608,28,305,6,34
609,28,495,6,20
610,28,498,6,45
611,28,496,9,40
612,28,486,9,81
613,28,504,9,19
614,188,413,7,73
615,28,498,9,50
616,366,639,5,79
617,28,487,6,73
618,28,499,10,28
619,29,285,10,83
620,29,286,6,47
621,29,272,6,6
622,29,284,9,42
623,29,287,9,51
624,251,546,1,48
625,29,59,6,29
626,29,285,9,48
628,29,686,6,33
629,29,661,9,12
630,29,666,9,16
631,14,546,1,45
632,29,280,6,42
633,29,725,9,59
634,29,709,9,43
635,29,280,9,31
636,29,674,9,36
637,29,687,6,90
638,30,644,9,31
639,30,114,9,90
640,30,111,6,34
641,30,115,6,41
642,30,98,9,82
645,30,117,9,35
647,30,243,6,47
648,30,245,9,44
649,30,253,9,87
650,30,510,9,28
652,30,396,10,49
653,232,427,11,25
654,30,255,10,71
655,30,244,6,12
656,30,255,9,90
657,30,476,9,84
658,30,251,6,5
659,30,476,6,19
660,31,654,6,60
661,31,641,9,50
662,21,348,2,85
663,31,644,9,62
664,31,654,10,48
665,31,650,9,15
666,31,249,9,70
667,31,249,10,41
668,31,654,10,75
669,55,129,11,44
670,31,648,9,56
671,31,293,9,86
672,31,521,6,83
673,31,521,10,81
674,31,249,10,6
675,31,274,9,19
676,31,269,9,81
677,31,271,6,29
679,31,281,9,89
680,31,266,9,11
681,245,400,12,31
682,31,287,6,86
683,32,315,6,51
684,32,311,6,3
685,32,315,9,13
686,32,301,9,75
687,32,307,9,55
688,32,308,9,13
689,32,313,6,64
690,32,302,9,2
691,32,338,9,34
692,32,360,9,62
693,32,373,9,56
694,32,359,6,52
695,32,655,6,33
696,206,559,7,37
697,32,384,9,65
698,32,371,9,25
699,32,551,9,33
700,32,372,9,34
701,32,383,10,88
702,32,371,10,20
703,33,455,9,49
704,33,159,9,58
705,33,175,9,80
706,33,169,9,38
707,33,181,9,88
708,33,622,9,5
709,33,166,6,49
710,355,53,11,88
711,33,337,6,29
712,33,330,6,59
713,33,345,10,9
715,33,350,9,84
716,33,348,9,38
717,33,336,9,20
718,34,431,10,87
719,34,251,6,20
720,34,238,10,14
721,34,431,10,87
722,34,510,9,68
723,34,246,9,55
724,34,243,10,29
725,6,147,5,58
726,34,251,10,82
727,34,243,9,39
728,34,255,9,77
729,34,252,9,26
731,34,251,10,26
732,34,246,10,39
733,34,545,10,18
734,34,563,10,24
735,80,196,2,56
736,34,545,9,13
737,34,556,9,37
738,34,539,9,85
739,34,43,9,37
740,34,22,9,90
742,35,328,9,57
743,35,304,9,82
744,335,639,7,46
745,35,19,9,46
746,35,21,9,70
747,364,23,7,74
749,35,31,10,35
751,35,11,9,41
752,35,361,6,28
753,35,36,6,13
754,1,311,12,31
755,35,40,6,32
756,35,50,9,64
757,326,366,11,62
758,35,48,9,77
759,35,490,9,74
760,35,579,9,39
761,35,53,9,81
762,35,59,9,84
763,36,466,6,36
764,36,466,9,76
765,36,460,9,2
766,36,452,6,83
767,36,427,9,31
768,36,81,9,61
769,36,451,6,3
770,36,440,9,14
771,36,99,9,17
772,36,439,6,44
773,36,437,6,71
774,36,441,9,22
775,36,444,9,83
777,37,686,6,15
778,37,725,9,15
779,37,709,9,50
780,37,701,6,76
781,37,687,6,51
782,37,667,13,78
783,37,686,9,8
784,37,682,9,13
785,37,644,9,33
786,37,548,9,26
787,37,102,6,18
789,37,114,9,45
790,37,548,10,83
791,37,121,6,23
792,37,100,6,50
793,38,584,10,8
794,38,56,10,32
795,38,47,9,83
796,38,579,9,23
797,38,584,10,77
798,38,569,6,32
799,38,582,9,41
800,38,570,9,43
801,38,590,9,13
802,38,591,9,68
803,38,56,10,36
804,246,311,7,30
805,38,570,10,75
806,38,215,6,23
807,38,196,6,65
808,38,215,9,45
809,38,539,9,42
810,38,472,9,44
811,38,226,9,42
812,38,213,9,79
813,38,213,9,62
814,38,199,6,80
815,38,212,6,8
816,39,482,6,54
817,39,486,6,48
818,39,486,9,32
819,39,487,9,38
820,39,498,9,5
821,39,504,9,80
823,39,491,9,4
824,39,245,9,37
825,39,304,6,29
826,39,293,10,10
827,39,320,10,89
828,39,304,10,7
829,39,232,9,66
830,39,308,9,24
831,39,316,9,7
832,39,312,9,68
833,39,305,10,90
834,39,317,10,80
835,39,305,9,83
836,219,651,5,13
837,39,310,9,11
838,40,647,6,65
839,40,647,10,61
840,40,132,10,39
841,40,39,9,18
842,40,143,9,77
843,40,647,10,21
844,40,141,10,38
845,40,173,10,59
846,40,141,10,76
847,40,147,9,64
848,40,26,9,69
849,40,173,9,84
850,40,151,9,71
851,40,400,6,57
852,97,504,11,79
853,40,403,10,67
854,40,393,10,25
855,225,683,2,74
856,281,285,5,30
857,40,412,9,76
858,40,408,9,81
859,40,403,9,27
860,40,305,9,24
861,40,410,9,1
862,40,413,9,1
863,41,557,6,33
864,41,548,6,90
865,41,560,10,62
866,41,563,10,78
867,41,548,9,33
868,41,551,9,6
869,41,545,9,79
870,41,542,9,63
871,41,560,9,56
872,41,556,9,46
873,41,497,10,78
874,41,499,10,17
875,41,498,6,71
876,41,245,9,46
877,41,504,9,77
878,41,497,9,15
879,41,717,9,54
880,41,82,6,72
881,38,582,12,84
882,41,480,9,59
883,331,591,12,68
884,41,496,9,60
885,42,602,6,62
886,42,115,6,83
887,42,115,9,37
888,42,548,9,80
889,42,111,6,81
890,125,320,1,73
891,42,102,9,51
892,42,114,9,83
893,42,105,9,20
894,42,117,9,37
895,42,98,6,50
896,42,320,10,23
897,42,320,10,80
898,42,311,10,15
899,42,296,6,23
900,42,302,6,26
902,42,315,9,3
903,42,338,9,4
904,42,297,6,76
905,232,455,1,80
906,42,296,9,88
907,42,301,9,37
908,42,297,9,44
909,42,262,9,66
910,43,408,6,81
911,43,407,6,65
912,43,403,9,70
913,43,408,9,46
914,43,314,9,79
915,236,408,1,89
916,43,412,9,15
917,43,413,9,67
918,43,410,9,12
919,43,19,10,89
920,287,286,5,41
921,43,21,9,89
922,43,304,9,1
923,43,19,9,74
925,43,12,9,68
926,43,377,9,24
927,43,377,6,82
928,321,20,2,57
929,44,308,6,29
930,44,317,10,64
931,44,305,9,24
932,183,348,1,68
933,44,310,9,22
934,44,299,6,2
935,109,320,1,15
936,44,316,9,31
937,44,309,9,10
938,44,301,10,51
939,44,320,10,14
940,44,320,6,70
941,44,308,9,5
942,44,319,9,66
943,44,310,10,77
944,44,642,9,58
945,44,650,9,30
946,44,249,9,50
947,44,645,9,12
948,44,641,9,85
949,44,293,9,42
950,270,472,5,32
951,44,637,6,70
952,45,336,9,44
953,45,339,9,29
954,45,348,9,42
955,45,349,9,7
956,45,345,9,68
957,45,341,9,12
958,45,452,9,24
959,45,451,9,50
960,45,457,6,36
961,45,471,9,1
962,45,81,9,30
963,45,278,6,18
964,45,278,9,5
965,45,445,9,54
966,46,518,10,15
967,46,60,10,15
968,46,518,9,69
969,46,564,9,33
970,46,490,9,74
971,46,48,9,49
972,46,579,9,30
973,46,59,9,20
974,46,242,6,45
975,46,659,10,89
976,46,687,10,73
977,46,661,6,44
978,46,659,9,87
979,46,666,9,4
980,46,725,10,3
981,321,247,1,79
982,46,690,10,52
983,46,687,9,25
984,46,682,9,51
985,46,690,10,83
986,46,674,9,72
987,46,686,9,74
988,47,212,9,62
989,47,213,9,21
990,47,199,9,53
991,47,539,9,63
992,286,312,12,33
993,47,189,10,63
994,47,213,10,54
995,47,472,10,57
996,47,539,10,49
997,47,539,6,17
998,47,539,9,11
999,47,519,9,49
1000,47,189,9,9
1001,47,226,9,5
1002,47,26,9,42
1003,47,143,9,44
1004,47,129,13,63
1005,47,136,9,89
1006,47,150,9,43
1007,47,39,6,47
1008,47,39,9,54
1009,47,133,9,64
1010,47,151,9,2
1011,89,243,2,74
1012,47,139,9,90
1013,48,359,6,37
1014,48,381,10,58
1015,48,384,10,78
1016,48,383,10,61
1017,48,372,9,52
1018,48,673,9,43
1019,48,384,9,22
1020,48,355,9,78
1021,48,364,9,47
1022,48,373,9,46
1023,48,352,6,51
1024,48,177,6,81
1025,139,433,5,9
1026,48,175,9,1
1027,48,622,9,87
1028,48,179,10,68
1029,48,183,10,46
1030,48,449,9,64
1031,48,158,9,31
1032,48,433,9,22
1033,48,181,9,27
1034,49,440,10,80
1035,181,338,5,54
1036,49,441,10,13
1037,49,99,9,28
1038,49,444,9,87
1039,49,440,9,44
1040,49,435,9,77
1041,49,441,9,89
1042,49,436,9,22
1043,49,436,4,35
1044,49,431,10,45
1045,49,251,9,78
1046,49,255,9,55
1047,49,510,9,41
1048,49,246,9,61
1049,49,244,9,9
1050,49,248,9,63
1051,49,248,10,24
1052,19,583,12,9
1053,49,246,10,60
1054,244,725,5,27
1056,50,278,9,55
1058,50,59,9,36
1059,50,157,9,61
1060,50,270,9,21
1061,50,585,9,38
1062,50,583,9,6
1063,50,576,10,59
1064,50,569,10,49
1065,50,584,10,84
1066,50,583,10,51
1067,50,582,9,29
1068,50,591,9,64
1069,320,448,11,86
1070,50,591,6,58
1071,50,575,10,72
1072,50,591,10,47
1073,51,238,6,9
1074,51,238,9,86
1075,51,476,9,39
1076,51,235,9,6
1077,80,215,5,19
1078,51,234,9,62
1079,51,244,6,48
1080,51,249,9,53
1081,51,253,9,21
1082,51,243,4,40
1083,51,212,6,40
1084,51,472,9,69
1085,122,316,5,37
1086,51,47,9,71
1087,51,215,9,2
1089,51,194,10,85
1090,51,213,10,8
1091,51,189,6,85
1092,52,573,9,6
1093,52,576,9,26
1094,52,583,9,45
1095,52,582,9,32
1096,52,579,9,59
1097,25,48,1,52
1098,52,612,9,85
1099,52,569,6,48
1100,52,572,6,88
1101,52,575,6,10
1102,52,326,10,57
1103,52,348,10,30
1104,52,330,6,48
1105,52,339,9,68
1106,52,349,9,37
1107,52,341,9,38
1108,52,207,9,54
1109,161,108,11,31
1110,52,336,9,84
1111,52,350,9,47
1112,52,327,6,21
1113,53,455,6,73
1114,53,183,13,77
1115,53,179,10,69
1116,53,183,10,30
1117,53,165,9,28
1118,53,158,9,16
1119,53,433,9,11
1120,53,181,9,49
1121,53,169,6,79
1122,53,622,9,23
1123,302,460,11,63
1124,53,175,9,18
1125,53,183,10,52
1126,53,181,10,2
1127,53,314,10,71
1128,53,412,10,1
1129,53,314,6,2
1130,70,339,1,13
1131,53,314,9,62
1132,53,403,9,13
1133,53,407,6,48
1134,53,403,6,73
1135,53,412,9,1
1136,53,408,9,66
1137,53,405,9,20
1138,53,305,9,65
1139,53,396,6,69
1140,54,687,6,38
1141,54,669,6,44
1142,54,674,9,70
1143,54,593,9,67
1144,54,701,6,50
1145,54,683,9,78
1146,54,684,9,66
1147,54,659,9,41
1148,54,666,9,37
1149,54,661,6,26
1150,54,725,10,78
1151,54,690,10,47
1152,54,687,9,46
1153,54,686,9,75
1154,54,545,6,22
1155,54,555,10,33
1156,54,563,10,80
1157,54,557,6,88
1158,54,548,9,39
1159,54,556,9,13
1160,54,22,9,53
1161,54,562,9,66
1162,54,535,6,41
1163,55,647,10,72
1164,277,683,11,29
1165,55,129,6,35
1166,55,647,9,90
1167,242,235,5,40
1168,55,150,9,65
1169,55,141,10,60
1170,55,173,10,45
1171,55,173,9,17
1172,55,139,9,57
1173,55,151,9,73
1174,55,35,9,82
1175,55,150,6,80
1176,55,289,6,63
1177,55,289,9,86
1178,55,518,9,11
1179,55,579,9,67
1180,55,490,9,17
1181,55,588,6,61
1182,55,242,6,46
1183,55,242,9,30
1184,55,42,9,79
1185,56,494,10,85
1186,56,497,10,37
1187,56,497,6,60
1188,56,245,9,6
1189,56,491,9,21
1190,56,82,13,61
1191,56,497,9,60
1192,209,465,1,48
1193,56,504,9,71
1194,151,213,12,80
1195,56,479,6,19
1196,56,504,6,69
1197,60,646,7,78
1198,56,496,9,37
1199,56,717,9,27
1200,56,433,6,15
1201,56,439,6,90
1202,56,433,9,65
1203,56,99,9,80
1204,56,437,10,18
1205,56,439,10,46
1206,56,441,9,83
1207,56,426,9,48
1208,56,439,9,66
1209,56,444,9,43
1210,192,59,5,31
1211,29,59,2,28
1212,57,299,10,1
1213,241,107,7,76
1215,57,320,10,53
1216,249,276,11,3
1217,57,299,9,36
1218,57,262,9,15
1219,57,338,6,48
1220,57,307,10,50
1221,57,338,9,80
1222,57,302,9,88
1223,57,312,9,55
1224,57,316,9,42
1225,57,316,10,76
1226,57,308,10,38
1227,57,316,10,28
1228,57,304,10,13
1229,57,320,10,87
1230,57,298,10,58
1231,57,309,10,44
1232,57,309,9,67
1233,57,315,9,46
1234,57,298,6,53
1235,58,465,9,82
1236,58,471,9,66
1237,58,461,9,8
1238,58,81,9,89
1239,58,457,9,29
1240,58,473,9,53
1241,58,121,10,29
1242,58,602,10,38
1243,126,684,1,24
1244,58,114,9,51
1245,132,644,5,19
1247,58,99,9,36
1248,58,105,9,2
1249,58,111,9,61
1250,58,548,9,1
1251,59,20,10,47
1252,59,21,10,89
1253,59,21,10,88
1255,59,20,10,59
1256,59,23,9,39
1257,59,304,9,10
1258,59,20,9,83
1260,59,377,9,59
1261,59,21,9,78
1262,59,19,6,72
1263,59,304,6,14
1264,59,271,9,36
1265,59,272,9,38
1266,59,59,9,60
1267,59,107,9,6
1268,59,59,6,9
1271,59,268,10,81
1272,362,52,1,65
1273,59,285,10,38
1274,60,654,10,24
1275,60,644,9,36
1276,60,249,9,21
1277,60,641,9,46
1278,60,650,9,1
1279,60,521,6,26
1280,114,690,1,60
1281,60,648,9,76
1282,60,646,9,72
1283,60,642,6,42
1284,60,370,6,77
1285,60,355,9,15
1286,60,363,9,71
1287,60,363,9,46
1288,60,373,9,1
1289,60,384,9,25
1291,60,551,6,57
1292,60,383,6,40
1293,60,359,10,90
1294,60,381,10,81
1295,60,373,6,65
1296,60,352,6,26
1297,189,586,12,11
1298,61,255,6,29
1299,61,243,10,89
1301,61,253,9,16
1303,61,431,9,56
1304,61,510,9,60
1305,61,244,9,87
1306,61,251,9,21
1307,61,141,10,38
1308,61,647,10,69
1309,61,150,9,78
1310,61,139,9,81
1311,61,141,6,44
1312,61,173,9,15
1313,61,35,9,60
1314,62,121,10,37
1315,62,548,10,68
1316,62,121,10,13
1317,62,548,10,24
1318,62,644,9,8
1319,62,108,9,15
1320,62,548,9,4
1322,62,22,9,8
1324,62,545,10,41
1326,186,47,1,57
1327,62,539,6,79
1328,201,587,2,58
1329,30,244,5,38
1330,83,646,5,16
1331,62,545,6,46
1332,62,545,9,5
1333,62,556,9,9
1334,62,548,9,5
1335,62,562,9,28
1336,130,637,1,18
1337,63,396,6,38
1338,356,349,2,13
1339,63,392,6,22
1340,147,169,12,27
1341,63,413,6,4
1342,63,400,6,88
1343,63,412,9,39
1344,63,410,9,18
1345,63,410,6,73
1346,63,305,9,53
1347,63,403,9,28
1348,63,413,9,4
1349,63,408,9,25
1350,63,518,6,76
1351,63,36,6,30
1352,63,588,9,35
1353,63,60,9,36
1354,63,53,9,8
1355,63,579,9,40
1356,63,564,9,3
1357,63,59,9,39
1358,81,587,5,84
1359,64,68,10,71
1360,64,612,10,31
1361,64,576,6,67
1362,64,590,9,29
1363,64,585,9,41
1364,64,584,9,5
1365,64,579,9,61
1366,71,311,1,45
1367,64,612,9,52
1368,64,203,9,76
1369,64,570,10,41
1370,64,591,10,35
1371,72,370,11,58
1372,64,571,10,28
1373,64,466,6,46
1374,64,476,9,12
1375,64,460,9,75
1376,27,305,12,14
1377,64,469,10,36
1378,19,20,1,13
1379,64,468,9,39
1380,64,461,9,56
1381,356,339,7,54
1383,64,465,9,25
1384,64,456,9,46
1385,122,318,12,31
1386,164,564,1,38
1387,64,451,6,89
1388,64,461,6,35
1389,65,486,10,47
1390,65,489,9,5
1391,65,504,9,13
1392,153,456,12,47
1393,65,494,9,90
1394,65,487,9,19
1395,65,725,9,3
1396,65,682,9,44
1397,65,593,9,67
1398,111,560,12,14
1399,65,684,9,58
1400,92,655,12,32
1401,65,659,6,46
1402,65,690,6,6
1403,65,667,9,50
1404,65,667,9,31
1405,65,687,6,80
1406,66,381,6,1
1407,66,373,9,44
1408,66,371,9,4
1409,66,359,6,17
1410,66,366,9,15
